IDBirdBandingData,Recorder,Bander,Code,BandNumber,SpeciesCode,SpeciesName,CP,BP,Fat,BodyMolt,FFMolt,FFWear,MoltLimits,RightWing,LeftWing,CycleCode,Skull,Age,HowAged,Sex,HowSexed,Weight,Status,BandingDate,CaptureTime,BandingStation,Net,Photographer,RightTarsus,LeftTarsus,Exposed.Culmen,NaresToTip,Tail,Pox,Is.Aux.Marker.Coded.,Aux.Marker.Code,Aux.Marker.Band.Color,Aux.Marker.Code.Color,Left.Leg.Color.1..upper.,Left.Leg.Color.2,Left.Leg.Color.3,Right.Leg.Color.1..upper.,Right.Leg.Color.2,Right.Leg.Color.3,HgCode,Geolocator,Blood,R6,Notes,,Month,Day,Year
11136,KLP,EIJ,N,245137271,NOCA,NORTHERN CARDINAL,N,W,T,N,N,L,&,85, ,FCF,,S,M,F,P,37.6,N,5/5/17,11:29:00 AM,LOSI,,, , , , , ,N,FALSE,,,,,,,,,,,FALSE,N,Y,entire block of outer primary underwing covs retained and some of secondary underwing covs,,5,5,2017
11137,EED,EIJ,N,245137272,NOCA,NORTHERN CARDINAL,S,N,T,N,N,L,&,87.5, ,FCF,,S,M,M,P,41.4,N,5/5/17,4:26:00 PM,LOSI,,, , , , , ,N,FALSE,,,,,,,,,,,FALSE,N,Y,entire black of outer pp underwing covs retained,,5,5,2017
11138,WPJ,KLP,N,245137273,NOCA,NORTHERN CARDINAL,S,N,T,N,N,L,&,86, ,FCF,,S,M,M,P,38.3,N,5/5/17,5:08:00 PM,LOSI,,, , , , , ,N,FALSE,,,,,,,,,,,FALSE,N,Y,,,5,5,2017
11139,LES,WPJ,N,245137274,NOCA,NORTHERN CARDINAL,N,N,N,N,N,S,N,85, ,DCB,,O,N,M,P,37.8,N,5/6/17,1:34:00 PM,TFER,,, , , , , ,N,FALSE,,,,,,,,,,,FALSE,N,Y,,,5,6,2017
11140,EED,LES,N,245137275,NOCA,NORTHERN CARDINAL,M,N,N,N,N,S,&,88, ,FCF,,S,M,M,P,41.8,N,5/6/17,2:58:00 PM,LOSI,,, , , , , ,N,FALSE,,,,,,,,,,,FALSE,N,Y,,,5,6,2017
11141,SMD,EIJ,N,245137276,NOCA,NORTHERN CARDINAL,N,W,T,N,N,M,U,86, ,FAS,,A,U,F,"B, P",36.9,N,5/27/17,7:10:00 AM,PISP,18,, , , , , ,N,FALSE,,,,,,,,,,,FALSE,Y,Y,"FCF? Entire block of underwing pp covs looked dull, but not sure",,5,27,2017
11142,EIJ,EJT,N,245137277,NOCA,NORTHERN CARDINAL,N,N,T,T,N,S,E,87, ,FPS,,H,"I, J",M,J,41.4,N,6/17/17,7:12:00 AM,PISP,18,, , , , , ,N,FALSE,,,,,,,,,,,FALSE,Y,Y,,,6,17,2017
11143,EIJ,SMD,N,245137278,NOCA,NORTHERN CARDINAL,N,W,T,N,N,L,&,87, ,FCF,,S,"I, M",F,"B, P",39.9,N,6/17/17,7:10:00 AM,PISP,7,, , , , , ,N,FALSE,,,,,,,,,,,FALSE,Y,Y,,,6,17,2017
11144,ECH,EIJ,N,245137279,NOCA,NORTHERN CARDINAL,N,N,L,N,N,H,N,89, ,DCB,,O,N,F,"B, P",36,N,6/17/17,8:10:00 AM,PISP,6,, , , , , ,N,FALSE,,,,,,,,,,,FALSE,Y,Y,,,6,17,2017
11145,ECH,EIJ,N,245137280,NOCA,NORTHERN CARDINAL,N,V,H,N,N,S,N,90, ,DCB,,O,"I, N",F,"B, P",45.4,N,6/17/17,8:15:00 AM,PISP,15,, , , , , ,N,FALSE,,,,,,,,,,,FALSE,Y,Y,,,6,17,2017
11146,JTB,EIJ,L,245137281,,,,,,,,,, , ,,,,,,, ,,6/17/17,,PISP,,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,band lost by trainee - fell under boardwalk into the swamp,,6,17,2017
11147,JTB,EIJ,N,245137282,NOCA,NORTHERN CARDINAL,N,W,L,N,N,S,N,90, ,DCB,,O,"I, N",F,"B, P",40.1,N,6/17/17,9:32:00 AM,PISP,8,, , , , , ,N,FALSE,,,,,,,,,,,FALSE,Y,Y,,,6,17,2017
11155,CMM,LES,N,284004687,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,U,10.9,N,5/15/17,11:35:00 AM,PISP,Box D1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,Y,,"nestling 7 days old, blood in #32",,5,15,2017
11156,CMM,LES,N,284004688,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,U,12.5,N,5/15/17,12:45:00 PM,PISP,Box F4,, , , , , ,,FALSE,,,,,,,,,,,FALSE,Y,,"nestling 8 days old, blood in #33",,5,15,2017
11157,CMM,LES,N,284004689,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,U,12.5,N,5/15/17,12:45:00 PM,PISP,Box F4,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,"nestling 8 days old, blood not collected",,5,15,2017
11158,CMM,LES,N,284004690,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,U,11.9,N,5/15/17,12:45:00 PM,PISP,Box F4,, , , , , ,,FALSE,,,,,,,,,,,FALSE,Y,,"nestling 8 days old, blood in #34",,5,15,2017
11159,CMM,LES,N,284004691,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,U,11.4,N,5/15/17,12:45:00 PM,PISP,Box F4,, , , , , ,,FALSE,,,,,,,,,,,FALSE,Y,,"nestling 8 days old, blood in #35",,5,15,2017
11160,CMM,LES,N,284004692,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,U,8.7,N,5/15/17,2:00:00 PM,PISP,Box C1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,nestling 5 days,,5,15,2017
11161,CMM,LES,N,284004693,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,U,8,N,5/15/17,2:00:00 PM,PISP,Box C1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,nestling 5 days,,5,15,2017
11162,CMM,LES,N,284004694,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,U,9.3,N,5/15/17,2:00:00 PM,PISP,Box C1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,nestling 5 days,,5,15,2017
11163,CMM,LES,N,284004695,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,U,8.4,N,5/15/17,2:00:00 PM,PISP,Box C1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,nestling 5 days,,5,15,2017
11164,LES,LES,R,275086726,PROW,PROTHONOTARY WARBLER,N,S,L,N,N,H,"A, V",65, ,FCA,,S,M,F,"B, P",16.6,N,5/16/17,12:58:00 PM,HOME,Box 15,LES,18.4, , , ,42,N,FALSE,,,,,red,green,,,silver,,FALSE,Y,Y,"previously metal only, blood in #36 & whatman, feathers collected",,5,16,2017
11165,LES,LES,N,284004696,PROW,PROTHONOTARY WARBLER,N,V,T,N,N,M,N,67, ,DCA,,O,N,F,"B, P",15.2,N,5/17/17,10:05:00 AM,LAMA,Box 14,LES,18.6, , , ,45,N,FALSE,,,,black,,,silver,,,,FALSE,Y,Y,"blood in #37 & whatman, feathers collected",,5,17,2017
11166,,LES,N,284004697,PROW,PROTHONOTARY WARBLER,N,V,L,N,N,S,N,66, ,DCA,,O,N,F,"B, P",14.8,N,5/18/17,9:45:00 AM,PISP,Box 2W,LES,19, , , ,43,N,FALSE,,,,white,yellow,,silver,,,,FALSE,Y,Y,"blood in #38 & whatman, feathers collected",,5,18,2017
11167,,LES,N,284004698,PROW,PROTHONOTARY WARBLER,N,V,L,L,N,M,N,65, ,DCA,,O,N,F,"B, P",14.6,N,5/18/17,10:45:00 AM,PISP,Box 4,LES,18.9, , , ,42,N,FALSE,,,,white,black,,silver,,,,FALSE,Y,Y,"blood in #39 & whatman, feathers collected, head has a bald patch on back right",,5,18,2017
11168,,LES,R,275086610,PROW,PROTHONOTARY WARBLER,L,N,N,N,N,S,"A, V",67.5, ,FCA,,S,M,M,"C, P",12.6,N,5/18/17,11:35:00 AM,PISP,Box 4,LES,17.7, , , ,43,N,FALSE,,,,black,red,,silver,,,,FALSE,Y,Y,"blood in #40 & whatman, feathers collected",,5,18,2017
11169,LES,,R,284004695,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,U,9.9,,5/18/17,2:00:00 PM,PISP,Box C1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,N,nestling 8 days,,5,18,2017
11170,LES,,R,284004694,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,U,11.1,,5/18/17,2:00:00 PM,PISP,Box C1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,N,nestling 8 days,,5,18,2017
11171,LES,,R,284004693,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,U,10.1,,5/18/17,2:00:00 PM,PISP,Box C1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,N,nestling 8 days,,5,18,2017
11172,LES,,R,284004692,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,U,9.8,,5/18/17,2:00:00 PM,PISP,Box C1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,N,nestling 8 days,,5,18,2017
11173,LES,,N,284004699,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,U,9.3,,5/18/17,2:00:00 PM,PISP,Box C1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,N,nestling 8 days,,5,18,2017
11174,LES,LES,N,284004700,PROW,PROTHONOTARY WARBLER,N,V,L,N,N,N,N,67, ,DCA,,O,N,F,"B, P",15.1,N,5/19/17,9:13:00 AM,FREN,Box 17,LES,19.7, , , ,43,N,FALSE,,,,green,,,silver,,,,FALSE,Y,Y,"blood coagulated but maybe enough for whatman, feathers collected",,5,19,2017
11175,LES,LES,N,284004701,PROW,PROTHONOTARY WARBLER,M,N,N,N,N,S,N,69, ,DCA,,O,N,M,"C, P",14.2,N,5/19/17,10:07:00 AM,FREN,Box 17,LES,18.9, , , ,46,N,FALSE,,,,yellow,,,silver,,,,FALSE,Y,Y,"blood in #41 & whatman, feathers collected",,5,19,2017
11176,LES,LES,N,284004702,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,U,11.7,,5/23/17,12:20:00 PM,LAMA,Box 5B,, , , , , ,N,FALSE,,,,,,,,,,,FALSE,Y,N,blood in #42,,5,23,2017
11177,EED,WPJ,R,245143436,NOCA,NORTHERN CARDINAL,S,N,N,N,N,L,U,84.5, ,FAS,,U,I,M,P,39.8,N,7/1/17,9:51:00 AM,WLTR,5,EVW, , , , , ,N,FALSE,,,,,,,,,,,FALSE,N,N,"possible DCB, no visable fringing on underwing coverts",,7,1,2017
11178,MRM,EED,R,245143429,NOCA,NORTHERN CARDINAL,N,W,N,N,N,L,U,89, ,FAS,,U,I,F,P,43.1,N,7/1/17,10:46:00 AM,WLTR,0,, , , , , ,N,FALSE,,,,,,,,,,,FALSE,N,N,no photos or feather,,7,1,2017
11179,EVW,EED,N,262095291,WEVI,WHITE-EYED VIREO,N,V,N,N,N,L,U,62, ,FAJ,,A,E,F,B,11.4,N,7/1/17,11:56:00 AM,WLTR,0,EVW, , , , , ,N,FALSE,,,,,,,,,,,FALSE,N,Y,,,7,1,2017
11180,EVW,EED,N,262095292,WEVI,WHITE-EYED VIREO,N,N,T,N,N,S,U, , ,FAJ,,A,E,U,U,11.2,N,7/1/17,11:56:00 AM,WLTR,0,EVW, , , , , ,N,FALSE,,,,,,,,,,,FALSE,N,Y,"possible FCF, pointed pp covs; no wing measurement",,7,1,2017
11181,WPJ,EED,N,266068450,PROW,PROTHONOTARY WARBLER,M,N,N,N,N,S,N,70, ,DCB,,O,N,M,"C, P",12.2,N,7/1/17,7:47:00 AM,WLTR,2,KB, , , , , ,N,FALSE,,,,,,,,,,,FALSE,N,Y,,,7,1,2017
11182,WPJ,EED,N,266068451,HOWA,HOODED WARBLER,N,W,N,N,N,L,"A, V",60, ,FCF,,S,M,F,"B, P",9.7,N,7/1/17,8:59:00 AM,WLTR,5,KB, , , , , ,N,FALSE,,,,,,,,,,,FALSE,N,Y,,,7,1,2017
11183,UKN,EED,N,245143438,NOCA,NORTHERN CARDINAL,M,N,N,N,N,S,U,89, ,FAS,,A,"C, I",M,"C, P",38.3,N,7/1/17,10:50:00 AM,WLTR,2,EED, , , , , ,N,FALSE,,,,,,,,,,,FALSE,N,Y,,,7,1,2017
11184,UKN,EED,N,245143439,NOCA,NORTHERN CARDINAL,N,N,N,N,N,L,U,85, ,FAS,,U,I,M,P,39.3,N,7/1/17,10:51:00 AM,WLTR,5,EED, , , , , ,N,FALSE,,,,,,,,,,,FALSE,N,Y,,,7,1,2017
11185,UKN,WPJ,N,247105109,CARW,CAROLINA WREN,N,N,F,N,N,S,N,53, ,FCJ,,H,"G, J, N",U,U,16.1,N,7/1/17,10:40:00 AM,WLTR,11,, , , , , ,N,FALSE,,,,,,,,,,,FALSE,N,Y,no photos,,7,1,2017
11187,LES,LES,N,284004703,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,U,12.1,,5/23/17,12:20:00 PM,LAMA,Box 5B,, , , , , ,,FALSE,,,,,,,,,,,FALSE,Y,N,blood in #43,,5,23,2017
11188,LES,LES,N,284004704,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,U,11.5,,5/23/17,12:20:00 PM,LAMA,Box 5B,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,N,,,5,23,2017
11189,LES,LES,N,284004705,PROW,PROTHONOTARY WARBLER,S,N,N,N,N,S,"A, V",69, ,FCA,,S,M,M,"C, P",13.4,N,5/25/17,9:49:00 AM,OHPL,house,LES,19.6, , , ,44,N,FALSE,,,,silver,,,orange,,,,FALSE,Y,Y,"blood in #44 & whatman, feathers collected (no crown)",,5,25,2017
11190,LES,LES,N,284004706,PROW,PROTHONOTARY WARBLER,S,N,N,N,N,S,N,70, ,DCA,,O,N,M,"C, P",13.3,N,5/25/17,10:35:00 AM,OHPL,house,LES,18.8, , , ,45,N,FALSE,,,,silver,,,yellow,,,,FALSE,Y,Y,"blood in whatman only, feathers collected",,5,25,2017
11191,LES,LES,N,284004707,PROW,PROTHONOTARY WARBLER,N,W,N,N,N,M,U,68, ,UPU,,U,,F,"B, P",14.4,N,5/25/17,12:37:00 PM,OHPL,net 1,LES,18.9, , , ,43,N,FALSE,,,,silver,,,green,,,,FALSE,Y,Y,"blood in whatman only, feathers collected, pics of tail taken looks SY",,5,25,2017
11192,LES,LES,N,284004708,PROW,PROTHONOTARY WARBLER,M,N,N,N,N,S,N,71, ,DCA,,O,N,M,"C, P",14,N,5/25/17,1:10:00 PM,OHPL,net 1,LES,18.9, , , ,45,N,FALSE,,,,silver,,,white,,,,FALSE,Y,Y,"blood in #45 & whatman, feathers collected",,5,25,2017
11193,LES,LES,N,284004709,PROW,PROTHONOTARY WARBLER,M,N,N,N,N,S,N,70, ,DCA,,O,N,M,"C, P",13.1,N,5/25/17,1:40:00 PM,OHPL,net 1,LES,18.6, , , ,45,N,FALSE,,,,,,,yellow,silver,,,FALSE,Y,Y,"blood in #46 & whatman, feathers collected",,5,25,2017
11194,LES,LES,N,284004710,PROW,PROTHONOTARY WARBLER,M,N,N,N,N,M,"A, V",69, ,FCA,,S,M,M,"C, P",13.2,N,5/25/17,3:00:00 PM,OHPL,net 2,LES,19.1, , , ,44,N,FALSE,,,,,,,green,silver,,,FALSE,N,Y,feathers collected,,5,25,2017
11195,LES,LES,N,284004711,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,,9.7,N,5/26/17,9:20:00 AM,PISP,box 15,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,N,,,5,26,2017
11196,LES,LES,N,284004712,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,,6.9,N,5/26/17,9:20:00 AM,PISP,box 15,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,N,,,5,26,2017
11197,LES,LES,N,284004713,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,,8.8,N,5/26/17,9:20:00 AM,PISP,box 15,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,N,,,5,26,2017
11198,,LES,N,284004714,PROW,PROTHONOTARY WARBLER,M,N,T,N,N,S,N,70, ,DCA,,O,N,M,"C, P",13.1,N,5/26/17,10:20:00 AM,PISP,box 18,,18.5, , , ,46,N,FALSE,,,,white,silver,,,,,,FALSE,Y,Y,"blood in #47 & whatman, feathers collected, PA = 3",,5,26,2017
11199,,LES,N,284004715,PROW,PROTHONOTARY WARBLER,N,V,N,N,N,N,N,66, ,DCA,,O,N,F,"B, P",14.5,N,5/26/17,11:00:00 AM,PISP,box 18,,18, , , ,43,N,FALSE,,,,silver,,,red,black,,,FALSE,Y,Y,"blood on whatman only, feathers collected, PA = 0
blood in whatman only, feathers collected, PA = 0",,5,26,2017
11200,,LES,N,284004716,PROW,PROTHONOTARY WARBLER,N,V,L,N,N,L,N,64, ,DCA,,O,N,F,"B, P",15.2,N,5/26/17,11:45:00 AM,PISP,box b4,LES,18.4, , , ,41,N,FALSE,,,,black,white,,silver,,,,FALSE,Y,Y,"blood in #48 & whatman, feathers collected, PA = 0",,5,26,2017
11201,,LES,N,284004717,PROW,PROTHONOTARY WARBLER,M,N,N,N,N,S,"A, V",69, ,FCA,,S,M,M,"C, P",12.7,N,5/26/17,12:45:00 PM,PISP,box 2w,LES,17.8, , , ,45,N,FALSE,,,,silver,,,black,red,,,FALSE,Y,Y,"blood in #49 & whatman, feathers collected, PA = 4",,5,26,2017
11202,LES,LES,N,284004718,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,,8.4,N,5/29/17,10:50:00 AM,LAMA,box 14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,N,nestling day 5,,5,29,2017
11203,LES,LES,N,284004719,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,,9,N,5/29/17,10:50:00 AM,LAMA,box 14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,N,nestling day 5,,5,29,2017
11204,LES,LES,N,284004720,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,,8.6,N,5/29/17,10:50:00 AM,LAMA,box 14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,N,nestling day 5,,5,29,2017
11205,LES,LES,N,284004721,PROW,PROTHONOTARY WARBLER,M,N,N,N,N,S,N,66, ,DCA,,O,N,M,"C, P",12.8,N,5/29/17,1:40:00 PM,LAMA,board walk,LES,19.2, , , ,43,N,FALSE,,,,silver,,,orange,,,,FALSE,Y,N,"blood in #50 & whatman, feathers collected (no R6) missing right side of tail except R1",,5,29,2017
11206,LES,LES,N,284004722,PROW,PROTHONOTARY WARBLER,N,V,T,N,N,S,N,67, ,DCA,,O,N,F,"B, P",16,N,6/6/17,9:20:00 AM,FREN,box 16,LES,18.5, , , ,43,N,FALSE,,,,silver,,,red,,,,FALSE,Y,Y,"blood in #51 & whatman, feathers collected",,6,6,2017
11207,LES,LES,N,284004723,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,,12.4,N,6/6/17,9:50:00 AM,FREN,box 17,, , , , , ,N,FALSE,,,,,,,,,,,FALSE,N,N,nestling day 7,,6,6,2017
11208,LES,LES,N,284004724,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,,12,N,6/6/17,9:50:00 AM,FREN,box 17,, , , , , ,N,FALSE,,,,,,,,,,,FALSE,N,N,nestling day 7,,6,6,2017
11209,LES,LES,N,284004725,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,,11.7,N,6/6/17,9:50:00 AM,FREN,box 17,, , , , , ,N,FALSE,,,,,,,,,,,FALSE,N,N,nestling day 7,,6,6,2017
11210,LES,LES,N,284004726,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,,11,N,6/6/17,9:50:00 AM,FREN,box 17,, , , , , ,N,FALSE,,,,,,,,,,,FALSE,N,N,nestling day 7,,6,6,2017
11211,LES,LES,N,284004727,PROW,PROTHONOTARY WARBLER,N,V,N,N,N,S,"A, V",66, ,FCA,,S,M,F,"B, P", ,N,6/6/17,10:30:00 AM,FREN,box 9,LES,17.8, , , ,44,N,FALSE,,,,silver,,,orange,,,,FALSE,Y,Y,"blood in #52 & whatman, feathers collected",,6,6,2017
11212,LES,CMM,N,284004728,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,,9.2,N,6/7/17,10:30:00 AM,JELA,box 11,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,N,,,6,7,2017
11213,LES,CMM,N,284004729,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,,9.2,N,6/7/17,10:30:00 AM,JELA,box 11,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,N,,,6,7,2017
11214,LES,CMM,N,284004730,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,,7.5,N,6/7/17,10:30:00 AM,JELA,box 11,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,N,,,6,7,2017
11215,LES,CMM,N,284004731,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,,7.1,N,6/7/17,10:30:00 AM,JELA,box 11,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,N,,,6,7,2017
11216,LES,CMM,N,284004732,PROW,PROTHONOTARY WARBLER,N,W,N,N,N,M,"A, V",65, ,FCA,,S,M,F,"B, P",12.4,N,6/7/17,11:09:00 AM,JELA,box 11,LES,18.4, , , ,41,N,FALSE,,,,silver,white,,,,,,FALSE,Y,N,blood in #53 & whatman PA = 0,,6,7,2017
11217,LES,CMM,N,284004733,PROW,PROTHONOTARY WARBLER,M,N,N,N,N,S,"A, V",66, ,FCA,,S,M,M,"C, P",12.4,N,6/7/17,11:44:00 AM,JELA,box 11,LES,18.1, , , ,43,N,FALSE,,,,,,,orange,silver,,,FALSE,Y,N,blood in #54 & whatman PA = 2.5,,6,7,2017
11218,LES,CMM,N,284004734,PROW,PROTHONOTARY WARBLER,M,N,N,N,N,S,"A, V",69, ,FCA,,S,M,M,"C, P",14.8,N,6/7/17,1:50:00 PM,JELA,box b7,LES,19.7, , , ,45,N,FALSE,,,,,,,yellow,silver,,,FALSE,Y,Y,"blood in whatman, feathers collected, PA = 3",,6,7,2017
11219,LES,CMM,N,284004735,PROW,PROTHONOTARY WARBLER,M,N,N,N,N,S,N,70, ,DCA,,O,N,M,"C, P",13.5,N,6/8/17,10:50:00 AM,LAMA,box 1,LES,18.1, , , ,46,N,FALSE,,,,silver,,,yellow,,,,FALSE,Y,Y,"blood in #36 & whatman, feathers collected, PA = 3",,6,8,2017
11220,LES,CMM,N,284004736,PROW,PROTHONOTARY WARBLER,N,V,T,N,N,S,N,65, ,DCA,,O,N,F,"B, P",14.9,N,6/9/17,11:50:00 AM,HOME,box 4,LES,17.6, , , ,44,N,FALSE,,,,silver,,,orange,yellow,,,FALSE,Y,Y,"blood on whatman, feathers collected, PA = 1",,6,9,2017
11221,LES,CMM,N,284004737,PROW,PROTHONOTARY WARBLER,N,V,T,N,N,M,"A, V",61, ,FCA,,S,M,F,"B, P",13.4,N,6/9/17,2:15:00 PM,HOME,box 11,LES,18, , , ,40,N,FALSE,,,,silver,,,orange,green,,,FALSE,N,Y,feathers collected PA = 0,,6,9,2017
11222,LES,LES,R,275051614,PROW,PROTHONOTARY WARBLER,M,N,L,N,N,S,N,70, ,DCA,,O,N,M,"C, P",13.1,N,6/9/17,2:45:00 PM,HOME,box 11,,18.6, , , ,45,N,FALSE,,,,red,,,silver,,,,FALSE,Y,Y,"caught as heading to box with food, blood on what man, feathers collected, PA = 4",,6,9,2017
11223,LES,CMM,N,284004738,PROW,PROTHONOTARY WARBLER,N,W,N,N,N,N,N,66, ,DCA,,O,N,F,"B, P",13.9,N,6/12/17,9:20:00 AM,LAMA,box 8,LES,18.9, , , ,45,N,FALSE,,,,green,silver,,,,,,FALSE,N,Y,"feathers collected, PA = 0",,6,12,2017
11224,LES,CMM,N,284004739,PROW,PROTHONOTARY WARBLER,M,N,N,N,N,N,N,70, ,DCA,,O,N,M,"C, P",13.6,N,6/12/17,9:50:00 AM,LAMA,box 8,LES,18.3, , , ,45,N,FALSE,,,,,,,orange,silver,,,FALSE,Y,Y,"blood in #37 & whatman, feathers collected",,6,12,2017
11225,LES,CMM,N,284004740,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,,9,N,6/12/17,10:10:00 AM,LAMA,box 8,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,N,nestling day 5,,6,12,2017
11226,LES,CMM,N,284004741,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,,9,N,6/12/17,10:10:00 AM,LAMA,box 8,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,N,nestling day 5,,6,12,2017
11227,LES,CMM,N,284004742,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,,8.1,N,6/12/17,10:10:00 AM,LAMA,box 8,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,N,nestling day 5,,6,12,2017
11228,LES,LES,N,284004743,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,,9,N,6/13/17,9:40:00 AM,HOME,box 9,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,N,,,6,13,2017
11229,LES,LES,N,284004744,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,,7.9,N,6/13/17,9:40:00 AM,HOME,box 9,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,N,,,6,13,2017
11230,LES,LES,N,284004745,PROW,PROTHONOTARY WARBLER,,,,,,,, , ,FPJ,,L,,U,,8.7,N,6/13/17,9:40:00 AM,HOME,box 9,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,N,,,6,13,2017
11231,MAC,DAM,R,271189939,CARW,CAROLINA WREN,N,N,N,T,N,L,"P, S",60, ,FCF,G,H,M,U,U,18.5,N,7/16/17,7:20:00 AM,HOME,13,, , , , , ,N,FALSE,,,,,,,,,,,FALSE,N,N,,,7,16,2017
11232,MAC,DAM,R,245113725,NOCA,NORTHERN CARDINAL,M,N,T,N,N,L,N,87, ,FAS,F,A,"I, N",M,P,38.3,N,7/16/17,7:09:00 AM,HOME,12,JEH, , , , , ,N,FALSE,,,,,green,black,,green,silver,,FALSE,N,N,"vey bald, few feather on head photos",,7,16,2017
11233,MAC,DAM,R,245115208,NOCA,NORTHERN CARDINAL,N,W,T,N,N,H,N,84, ,FAS,,A,"I, N",F,"B, P",42.1,N,7/16/17,7:22:00 AM,HOME,14,, , , , , ,N,FALSE,,,,,green,yellow,,silver,light blue,,FALSE,N,N,,,7,16,2017
11234,MAC,DAM,R,245109660,NOCA,NORTHERN CARDINAL,N,W,N,N,N,S,N,88, ,FAS,,A,"I, N",F,"B, P",37.6,N,7/16/17,8:12:00 AM,HOME,9,, , , , , ,N,FALSE,,,,,yellow,green,,green,silver,,FALSE,N,N,,,7,16,2017
11235,MAC,DAM,R,255198818,CARW,CAROLINA WREN,N,W,N,T,N,M,N,56, ,DCB,,O,N,F,B,15.8,N,7/16/17,7:44:00 AM,HOME,1,, , , , , ,N,FALSE,,,,,,,,,,,FALSE,N,N,,,7,16,2017
