"BandNumber","FieldCode","Station","Malaria","IDBirdBandingData","SpeciesName","CP","BP","Fat","BodyMolt","FFMolt","FFWear","RightWing","LeftWing","CycleCode","Age","Sex","Weight","CaptureTime"
245127789,"SMD2016071011","HOME","P",8607,"NORTHERN CARDINAL","N","N","N","N","N","S",95,NA,"FAS","A","M",44.3,10:00:00
245127789,"SMD2016071011","HOME","P",8796,"NORTHERN CARDINAL","N","N","T","N","N","L",95,NA,"FAS","A","M",42.7,07:14:00
245127789,"SMD2016071011","HOME","P",9316,"NORTHERN CARDINAL","N","N","T","N","N","M",93,NA,"FAS","A","M",42.7,10:49:00
245127789,"SMD2016012112","HOME","P",7739,"NORTHERN CARDINAL","N","N","N","M","S","S",93,NA,"UPU","A","M",44.8,09:18:00
245127789,"SMD2016012112","HOME","P",7917,"NORTHERN CARDINAL","N","N","N","M","S","S",92,NA,"FPF","H","M",45.6,11:19:00
245127789,"SMD2016012112","HOME","P",8080,"NORTHERN CARDINAL","N","N","T","N","N","S",95,NA,"FAS","U","M",45.6,10:28:00
245127789,"SMD2016012112","HOME","P",8607,"NORTHERN CARDINAL","N","N","N","N","N","S",95,NA,"FAS","A","M",44.3,10:00:00
245127789,"SMD2016012112","HOME","P",8796,"NORTHERN CARDINAL","N","N","T","N","N","L",95,NA,"FAS","A","M",42.7,07:14:00
245127789,"SMD2016012112","HOME","P",9316,"NORTHERN CARDINAL","N","N","T","N","N","M",93,NA,"FAS","A","M",42.7,10:49:00
245127790,"SMD2015082120","HOME","P",7595,"NORTHERN CARDINAL","N","N","T","H","S","L",81,NA,"FPF","H","F",41.7,07:55:00
245127790,"SMD2015082120","HOME","P",7918,"NORTHERN CARDINAL","N","N","L","H","S","L",NA,NA,"FPF","H","F",43.3,11:25:00
245127790,"SMD2015082128","HOME","N",7595,"NORTHERN CARDINAL","N","N","T","H","S","L",81,NA,"FPF","H","F",41.7,07:55:00
245127790,"SMD2015082128","HOME","N",7918,"NORTHERN CARDINAL","N","N","L","H","S","L",NA,NA,"FPF","H","F",43.3,11:25:00
245127791,"SMD2015082121","HOME","P",7919,"NORTHERN CARDINAL","N","N","L","M","S","L",86,NA,"FPF","H","M",44.6,12:22:00
245127792,"SMD2015082122","HOME","P",7920,"NORTHERN CARDINAL","N","N","H","T","S","S",89,NA,"FPF","H","M",43.6,12:21:00
245127793,"SMD2015082125","HOME","P",7719,"NORTHERN CARDINAL","N","N","N","M","S","S",88,NA,"DPB","A","M",41.3,07:34:00
245127793,"SMD2015082125","HOME","P",7921,"NORTHERN CARDINAL","N","N","L","H","S","L",84,NA,"FPF","H","M",42.8,12:18:00
245127793,"SMD2015082125","HOME","P",8608,"NORTHERN CARDINAL","N","N","T","N","N","L",89,NA,"FAS","A","M",41.8,10:15:00
245127793,"SMD2015091021","HOME","P",7719,"NORTHERN CARDINAL","N","N","N","M","S","S",88,NA,"DPB","A","M",41.3,07:34:00
245127793,"SMD2015091021","HOME","P",7921,"NORTHERN CARDINAL","N","N","L","H","S","L",84,NA,"FPF","H","M",42.8,12:18:00
245127793,"SMD2015091021","HOME","P",8608,"NORTHERN CARDINAL","N","N","T","N","N","L",89,NA,"FAS","A","M",41.8,10:15:00
245127793,"SMD2016012113","HOME","P",7719,"NORTHERN CARDINAL","N","N","N","M","S","S",88,NA,"DPB","A","M",41.3,07:34:00
245127793,"SMD2016012113","HOME","P",7921,"NORTHERN CARDINAL","N","N","L","H","S","L",84,NA,"FPF","H","M",42.8,12:18:00
245127793,"SMD2016012113","HOME","P",8608,"NORTHERN CARDINAL","N","N","T","N","N","L",89,NA,"FAS","A","M",41.8,10:15:00
245127793,"SMD2016012113","HOME","P",7719,"NORTHERN CARDINAL","N","N","N","M","S","S",88,NA,"DPB","A","M",41.3,07:34:00
245127793,"SMD2016012113","HOME","P",7921,"NORTHERN CARDINAL","N","N","L","H","S","L",84,NA,"FPF","H","M",42.8,12:18:00
245127793,"SMD2016012113","HOME","P",8608,"NORTHERN CARDINAL","N","N","T","N","N","L",89,NA,"FAS","A","M",41.8,10:15:00
245127794,"SMD2015082123","HOME","P",7922,"NORTHERN CARDINAL","N","N","L","M","S","L",84,NA,"FPF","H","M",45.3,12:13:00
245127796,"SMD2015082137","AVER","P",7924,"NORTHERN CARDINAL","N","N","L","M","S","L",86,NA,"FPF","H","F",40,09:00:00
245127797,"SMD2015082138","AVER","P",7925,"NORTHERN CARDINAL","N","N","L","L","S","L",89,NA,"FPF","H","M",43.4,09:00:00
245127798,"SMD2015091001","AVER","N",7926,"NORTHERN CARDINAL","N","N","T","L","S","L",85,NA,"FPF","H","F",38.4,09:55:00
245127800,"SMD2015091006","AVER","P",7927,"NORTHERN CARDINAL","N","N","T","M","S","S",NA,NA,"DPB","A","F",44.7,12:35:00
245136301,"SMD2015051619","BAMB","P",6990,"NORTHERN CARDINAL","N","S","T","N","N","M",86,NA,"FAS","A","F",43.3,11:38:00
245136301,"SMD2015051619","BAMB","P",12324,"NORTHERN CARDINAL","N","W","T","N","N","H",86,NA,"FAS","A","F",40.6,08:10:00
245136301,"SMD2015051619","BAMB","P",6990,"NORTHERN CARDINAL","N","S","T","N","N","M",86,NA,"FAS","A","F",43.3,11:38:00
245136301,"SMD2015051619","BAMB","P",12324,"NORTHERN CARDINAL","N","W","T","N","N","H",86,NA,"FAS","A","F",40.6,08:10:00
245136306,"SMD2015102224","HOME","P",7879,"NORTHERN CARDINAL","N","N","N","N","N","L",88,NA,"FAS","U","F",39.1,09:44:00
245136306,"SMD2015102224","HOME","P",7879,"NORTHERN CARDINAL","N","N","N","N","N","L",88,NA,"FAS","U","F",39.1,09:44:00
245136308,"SMD2015082124","HOME","P",7563,"NORTHERN CARDINAL","N","N","L","M","S","L",87,NA,"FPF","H","M",45.2,12:17:00
245136308,"SMD2015082124","HOME","P",7735,"NORTHERN CARDINAL","N","N","T","H","S","N",91,NA,"UPU","A","M",45.5,09:19:00
245136308,"SMD2015082124","HOME","P",8018,"NORTHERN CARDINAL","N","N","T","N","A","L",90,NA,"FAS","U","M",44.5,08:37:00
245136308,"SMD2015082124","HOME","P",8804,"NORTHERN CARDINAL","N","N","N","N","N","X",NA,NA,"FAS","A","M",41.9,09:16:00
245136308,"SMD2015082124","HOME","P",9115,"NORTHERN CARDINAL","S","N","T","N","N","X",86,NA,"FAS","A","M",41.2,10:30:00
245136308,"SMD2015100201","HOME","P",7563,"NORTHERN CARDINAL","N","N","L","M","S","L",87,NA,"FPF","H","M",45.2,12:17:00
245136308,"SMD2015100201","HOME","P",7735,"NORTHERN CARDINAL","N","N","T","H","S","N",91,NA,"UPU","A","M",45.5,09:19:00
245136308,"SMD2015100201","HOME","P",8018,"NORTHERN CARDINAL","N","N","T","N","A","L",90,NA,"FAS","U","M",44.5,08:37:00
245136308,"SMD2015100201","HOME","P",8804,"NORTHERN CARDINAL","N","N","N","N","N","X",NA,NA,"FAS","A","M",41.9,09:16:00
245136308,"SMD2015100201","HOME","P",9115,"NORTHERN CARDINAL","S","N","T","N","N","X",86,NA,"FAS","A","M",41.2,10:30:00
245136308,"SMD2016012282","HOME","P",7563,"NORTHERN CARDINAL","N","N","L","M","S","L",87,NA,"FPF","H","M",45.2,12:17:00
245136308,"SMD2016012282","HOME","P",7735,"NORTHERN CARDINAL","N","N","T","H","S","N",91,NA,"UPU","A","M",45.5,09:19:00
245136308,"SMD2016012282","HOME","P",8018,"NORTHERN CARDINAL","N","N","T","N","A","L",90,NA,"FAS","U","M",44.5,08:37:00
245136308,"SMD2016012282","HOME","P",8804,"NORTHERN CARDINAL","N","N","N","N","N","X",NA,NA,"FAS","A","M",41.9,09:16:00
245136308,"SMD2016012282","HOME","P",9115,"NORTHERN CARDINAL","S","N","T","N","N","X",86,NA,"FAS","A","M",41.2,10:30:00
245136308,"SMD2016051441","HOME","P",7563,"NORTHERN CARDINAL","N","N","L","M","S","L",87,NA,"FPF","H","M",45.2,12:17:00
245136308,"SMD2016051441","HOME","P",7735,"NORTHERN CARDINAL","N","N","T","H","S","N",91,NA,"UPU","A","M",45.5,09:19:00
245136308,"SMD2016051441","HOME","P",8018,"NORTHERN CARDINAL","N","N","T","N","A","L",90,NA,"FAS","U","M",44.5,08:37:00
245136308,"SMD2016051441","HOME","P",8804,"NORTHERN CARDINAL","N","N","N","N","N","X",NA,NA,"FAS","A","M",41.9,09:16:00
245136308,"SMD2016051441","HOME","P",9115,"NORTHERN CARDINAL","S","N","T","N","N","X",86,NA,"FAS","A","M",41.2,10:30:00
245136309,"SMD2015082129","HOME","P",7596,"NORTHERN CARDINAL","N","N","L","H","S","S",82,NA,"FPF","H","F",42.8,08:01:00
245136310,"SMD2015100207","HOME","P",7741,"NORTHERN CARDINAL","N","N","N","N","N","N",91,NA,"FCF","H","M",40.6,09:23:00
245136310,"SMD2015100207","HOME","P",8493,"NORTHERN CARDINAL","N","N","N","N","N","S",91,NA,"FAS","A","M",41.7,10:03:00
245136310,"SMD2015100207","HOME","P",10485,"NORTHERN CARDINAL","N","N","T","N","N","L",94,NA,"FAS","A","M",41.3,12:20:00
245136310,"SMD2015121750","HOME","P",7741,"NORTHERN CARDINAL","N","N","N","N","N","N",91,NA,"FCF","H","M",40.6,09:23:00
245136310,"SMD2015121750","HOME","P",8493,"NORTHERN CARDINAL","N","N","N","N","N","S",91,NA,"FAS","A","M",41.7,10:03:00
245136310,"SMD2015121750","HOME","P",10485,"NORTHERN CARDINAL","N","N","T","N","N","L",94,NA,"FAS","A","M",41.3,12:20:00
245136310,"SMD2015121750","HOME","P",7741,"NORTHERN CARDINAL","N","N","N","N","N","N",91,NA,"FCF","H","M",40.6,09:23:00
245136310,"SMD2015121750","HOME","P",8493,"NORTHERN CARDINAL","N","N","N","N","N","S",91,NA,"FAS","A","M",41.7,10:03:00
245136310,"SMD2015121750","HOME","P",10485,"NORTHERN CARDINAL","N","N","T","N","N","L",94,NA,"FAS","A","M",41.3,12:20:00
245136311,"SMD2015082110","HOME","P",7206,"NORTHERN CARDINAL","N","N","L","L","S","S",82,NA,"FPF","H","F",37.6,08:19:00
245136311,"SMD2015082110","HOME","P",7558,"NORTHERN CARDINAL","N","N","L","M","S","L",83,NA,"FPF","H","F",41.4,08:25:00
245136313,"SMD2015082117","HOME","P",7208,"NORTHERN CARDINAL","N","N","L","L","N","L",86,NA,"FPS","H","M",45.1,09:50:00
245136313,"SMD2015082117","HOME","P",7561,"NORTHERN CARDINAL","N","N","T","H","S","L",NA,NA,"FPF","H","M",51.3,11:15:00
245136315,"SMD2016012225","HOME","N",10078,"NORTHERN CARDINAL","N","N","N","T","N","S",93,NA,"FAS","A","M",41.6,12:15:00
245136317,"SMD2015082127","HOME","P",7604,"NORTHERN CARDINAL","N","N","T","H","S","M",81,NA,"FPF","H","F",39.2,07:16:00
245136318,"SMD2015100230","HOME","P",7605,"NORTHERN CARDINAL","N","N","T","H","S",NA,NA,NA,"FPF","H","M",43.8,07:53:00
245136318,"SMD2015100230","HOME","P",7785,"NORTHERN CARDINAL","N","N","T","H","S","S",89,NA,"FPF","H","M",42.5,10:53:00
245136318,"SMD2015100230","HOME","P",8805,"NORTHERN CARDINAL","N","N","N","N","N","M",91,NA,"FAS","A","M",39,09:17:00
245136318,"SMD2015100230","HOME","P",10580,"NORTHERN CARDINAL","N","N","N","N","N","S",92,NA,"FAS","A","M",40.9,06:53:00
245136318,"SMD2015100230","HOME","P",11554,"NORTHERN CARDINAL","N","N","N","M","S","N",90,NA,"DPB","A","M",43.4,10:03:00
245136318,"SMD2015100230","HOME","P",11885,"NORTHERN CARDINAL","N","N","L","N","N","S",92,NA,"DCB","O","M",46,09:08:00
245136318,"SMD2016012284","HOME","P",7605,"NORTHERN CARDINAL","N","N","T","H","S",NA,NA,NA,"FPF","H","M",43.8,07:53:00
245136318,"SMD2016012284","HOME","P",7785,"NORTHERN CARDINAL","N","N","T","H","S","S",89,NA,"FPF","H","M",42.5,10:53:00
245136318,"SMD2016012284","HOME","P",8805,"NORTHERN CARDINAL","N","N","N","N","N","M",91,NA,"FAS","A","M",39,09:17:00
245136318,"SMD2016012284","HOME","P",10580,"NORTHERN CARDINAL","N","N","N","N","N","S",92,NA,"FAS","A","M",40.9,06:53:00
245136318,"SMD2016012284","HOME","P",11554,"NORTHERN CARDINAL","N","N","N","M","S","N",90,NA,"DPB","A","M",43.4,10:03:00
245136318,"SMD2016012284","HOME","P",11885,"NORTHERN CARDINAL","N","N","L","N","N","S",92,NA,"DCB","O","M",46,09:08:00
245136318,"SMD2015082132","HOME","P",7605,"NORTHERN CARDINAL","N","N","T","H","S",NA,NA,NA,"FPF","H","M",43.8,07:53:00
245136318,"SMD2015082132","HOME","P",7785,"NORTHERN CARDINAL","N","N","T","H","S","S",89,NA,"FPF","H","M",42.5,10:53:00
245136318,"SMD2015082132","HOME","P",8805,"NORTHERN CARDINAL","N","N","N","N","N","M",91,NA,"FAS","A","M",39,09:17:00
245136318,"SMD2015082132","HOME","P",10580,"NORTHERN CARDINAL","N","N","N","N","N","S",92,NA,"FAS","A","M",40.9,06:53:00
245136318,"SMD2015082132","HOME","P",11554,"NORTHERN CARDINAL","N","N","N","M","S","N",90,NA,"DPB","A","M",43.4,10:03:00
245136318,"SMD2015082132","HOME","P",11885,"NORTHERN CARDINAL","N","N","L","N","N","S",92,NA,"DCB","O","M",46,09:08:00
245136319,"SMD2015082131","HOME","P",7606,"NORTHERN CARDINAL","N","N","T","H","S","S",82,NA,"FPF","H","M",40.3,07:55:00
245136319,"SMD2015082131","HOME","P",8017,"NORTHERN CARDINAL","N","N","N","H","N","M",NA,89,"FAS","U","M",NA,08:33:00
245136319,"SMD2015082131","HOME","P",8169,"NORTHERN CARDINAL","N","N","T","M","N","S",87,NA,"FAS","U","M",41.9,07:49:00
245136319,"SMD2015082131","HOME","P",8833,"NORTHERN CARDINAL","N","N","N","N","N","S",96,NA,"FAS","A","M",37.6,08:09:00
245136319,"SMD2015082131","HOME","P",9969,"NORTHERN CARDINAL","N","N","T","N","N","L",88,NA,"FAS","A","M",43.2,11:39:00
245136319,"SMD2015082131","HOME","P",10563,"NORTHERN CARDINAL","N","N","N","N","N","S",89,NA,"FAS","A","M",41.4,09:33:00
245136319,"SMD2015082131","HOME","P",10944,"NORTHERN CARDINAL","S","N","T","N","A","L",87,NA,"FAS","A","M",42.8,09:02:00
245136319,"SMD2015082131","HOME","P",12425,"NORTHERN CARDINAL","M","N","L","N","N","M",87,NA,"FAS","A","M",38.1,12:04:00
245136320,"SMD2015091025","HOME","P",7724,"NORTHERN CARDINAL","N","N","H","L","S","N",85,NA,"FPF","H","F",43.4,09:00:00
245136321,"SMD2015091027","HOME","P",7752,"NORTHERN CARDINAL","N","N","N","M","S","M",87,NA,"FPF","H","M",40.4,07:54:00
245136321,"SMD2015091027","HOME","P",7876,"NORTHERN CARDINAL","N","N","T","T","N","S",89,NA,"FCF","H","M",40.1,08:08:00
245136321,"SMD2015091027","HOME","P",8079,"NORTHERN CARDINAL","N","N","T","N","N","M",89,NA,"FAS","U","M",40.1,09:25:00
245136321,"SMD2015091027","HOME","P",8829,"NORTHERN CARDINAL","N","N","N","N","N","L",88,NA,"FAS","A","M",38.9,07:03:00
245136321,"SMD2015102215","HOME","P",7752,"NORTHERN CARDINAL","N","N","N","M","S","M",87,NA,"FPF","H","M",40.4,07:54:00
245136321,"SMD2015102215","HOME","P",7876,"NORTHERN CARDINAL","N","N","T","T","N","S",89,NA,"FCF","H","M",40.1,08:08:00
245136321,"SMD2015102215","HOME","P",8079,"NORTHERN CARDINAL","N","N","T","N","N","M",89,NA,"FAS","U","M",40.1,09:25:00
245136321,"SMD2015102215","HOME","P",8829,"NORTHERN CARDINAL","N","N","N","N","N","L",88,NA,"FAS","A","M",38.9,07:03:00
245136321,"SMD2015102215","HOME","P",7752,"NORTHERN CARDINAL","N","N","N","M","S","M",87,NA,"FPF","H","M",40.4,07:54:00
245136321,"SMD2015102215","HOME","P",7876,"NORTHERN CARDINAL","N","N","T","T","N","S",89,NA,"FCF","H","M",40.1,08:08:00
245136321,"SMD2015102215","HOME","P",8079,"NORTHERN CARDINAL","N","N","T","N","N","M",89,NA,"FAS","U","M",40.1,09:25:00
245136321,"SMD2015102215","HOME","P",8829,"NORTHERN CARDINAL","N","N","N","N","N","L",88,NA,"FAS","A","M",38.9,07:03:00
245136322,"SMD2015121702","HOME","P",7753,"NORTHERN CARDINAL","N","N","H","H","S","L",89,NA,"FPF","H","M",50.3,09:03:00
245136322,"SMD2015121702","HOME","P",8170,"NORTHERN CARDINAL","N","N","L","L","N","S",89,NA,"FAS","U","M",46,08:47:00
245136322,"SMD2015121702","HOME","P",8284,"NORTHERN CARDINAL","N","N","H","N","N","S",89,NA,"FAS","A","M",45.1,07:42:00
245136322,"SMD2015121702","HOME","P",8832,"NORTHERN CARDINAL","N","N","N","N","N","M",90,NA,"FAS","A","M",42.2,07:51:00
245136322,"SMD2015121702","HOME","P",7753,"NORTHERN CARDINAL","N","N","H","H","S","L",89,NA,"FPF","H","M",50.3,09:03:00
245136322,"SMD2015121702","HOME","P",8170,"NORTHERN CARDINAL","N","N","L","L","N","S",89,NA,"FAS","U","M",46,08:47:00
245136322,"SMD2015121702","HOME","P",8284,"NORTHERN CARDINAL","N","N","H","N","N","S",89,NA,"FAS","A","M",45.1,07:42:00
245136322,"SMD2015121702","HOME","P",8832,"NORTHERN CARDINAL","N","N","N","N","N","M",90,NA,"FAS","A","M",42.2,07:51:00
245136322,"SMD2015091030","HOME","P",7753,"NORTHERN CARDINAL","N","N","H","H","S","L",89,NA,"FPF","H","M",50.3,09:03:00
245136322,"SMD2015091030","HOME","P",8170,"NORTHERN CARDINAL","N","N","L","L","N","S",89,NA,"FAS","U","M",46,08:47:00
245136322,"SMD2015091030","HOME","P",8284,"NORTHERN CARDINAL","N","N","H","N","N","S",89,NA,"FAS","A","M",45.1,07:42:00
245136322,"SMD2015091030","HOME","P",8832,"NORTHERN CARDINAL","N","N","N","N","N","M",90,NA,"FAS","A","M",42.2,07:51:00
245136323,"SMD2016012155","HOME","P",7754,"NORTHERN CARDINAL","N","N","L","L","N","M",85,NA,"FCF","H","F",41.2,10:00:00
245136323,"SMD2016012155","HOME","P",8739,"NORTHERN CARDINAL","N","V","T","N","N","S",87,NA,"FAS","A","F",43,08:18:00
245136323,"SMD2016012155","HOME","P",10602,"NORTHERN CARDINAL","N","N","T","N","N","S",85,NA,"FAS","A","F",38.8,07:42:00
245136323,"SMD2015100208","HOME","P",7754,"NORTHERN CARDINAL","N","N","L","L","N","M",85,NA,"FCF","H","F",41.2,10:00:00
245136323,"SMD2015100208","HOME","P",8739,"NORTHERN CARDINAL","N","V","T","N","N","S",87,NA,"FAS","A","F",43,08:18:00
245136323,"SMD2015100208","HOME","P",10602,"NORTHERN CARDINAL","N","N","T","N","N","S",85,NA,"FAS","A","F",38.8,07:42:00
245136324,"SMD2015100212","HOME","P",7755,"NORTHERN CARDINAL","N","N","T","M","S","S",88,NA,"FPF","H","F",38.5,11:04:00
245136324,"SMD2015100212","HOME","P",7779,"NORTHERN CARDINAL","N","N","N","N","S","S",NA,89,"FPF","H","F",37.5,08:08:00
245136324,"SMD2015100212","HOME","P",8174,"NORTHERN CARDINAL","N","N","N","N","N","L",86,NA,"FAS","U","F",37.4,09:41:00
245136324,"SMD2015100221","HOME","P",7755,"NORTHERN CARDINAL","N","N","T","M","S","S",88,NA,"FPF","H","F",38.5,11:04:00
245136324,"SMD2015100221","HOME","P",7779,"NORTHERN CARDINAL","N","N","N","N","S","S",NA,89,"FPF","H","F",37.5,08:08:00
245136324,"SMD2015100221","HOME","P",8174,"NORTHERN CARDINAL","N","N","N","N","N","L",86,NA,"FAS","U","F",37.4,09:41:00
245136325,"SMD2015100215","HOME","P",7799,"NORTHERN CARDINAL","N","N","T","T","S","S",87,NA,"FPF","H","F",40.1,07:25:00
245136325,"SMD2015100215","HOME","P",8176,"NORTHERN CARDINAL","N","N","T","L","N","S",NA,89,"FAS","U","F",40.4,10:32:00
245136327,"SMD2015100223","HOME","P",7801,"NORTHERN CARDINAL","N","N","N","H","S","N",NA,NA,"FPF","H","F",39.3,09:00:00
245136328,"SMD2015100224","HOME","P",7802,"NORTHERN CARDINAL","N","N","T","N","N","S",85,NA,"UCU","U","F",41.9,09:00:00
245136329,"SMD2015100226","HOME","P",7803,"NORTHERN CARDINAL","N","N","N","M","S",NA,NA,NA,"FPF","H","M",46.4,09:50:00
245136330,"SMD2015102221","HOME","P",8096,"NORTHERN CARDINAL","N","N","T","T","N","M",89,NA,"FAS","U","M",43,09:04:00
245136330,"SMD2015102221","HOME","P",8096,"NORTHERN CARDINAL","N","N","T","T","N","M",89,NA,"FAS","U","M",43,09:04:00
245136333,"SMD2016090636","HOME","P",8193,"NORTHERN CARDINAL","N","N","N","N","N","N",88,NA,"FAS","U","M",40.4,09:47:00
245136333,"SMD2016090636","HOME","P",9888,"NORTHERN CARDINAL","N","N","T","M","S","S",91,NA,"DPB","A","M",41.2,09:17:00
245136335,"SMD2016012118","HOME","P",8195,"NORTHERN CARDINAL","N","N","T","T","!","S",90,NA,"FAS","U","M",40.6,11:26:00
245136335,"SMD2016012118","HOME","P",8613,"NORTHERN CARDINAL","N","N","N","T","N","S",88,NA,"FAS","A","M",38.5,10:45:00
245136335,"SMD2016012118","HOME","P",8195,"NORTHERN CARDINAL","N","N","T","T","!","S",90,NA,"FAS","U","M",40.6,11:26:00
245136335,"SMD2016012118","HOME","P",8613,"NORTHERN CARDINAL","N","N","N","T","N","S",88,NA,"FAS","A","M",38.5,10:45:00
245136338,"SMD2015121703","HOME","N",8307,"NORTHERN CARDINAL","N","N","T","N","N","S",93,NA,"FCF","S","M",47.2,07:45:00
245136338,"SMD2015121703","HOME","N",8307,"NORTHERN CARDINAL","N","N","T","N","N","S",93,NA,"FCF","S","M",47.2,07:45:00
245136339,"SMD2015121718","HOME","N",8308,"NORTHERN CARDINAL","N","N","T","N","N","S",86,NA,"FAS","A","F",42.2,09:06:00
245136339,"SMD2015121718","HOME","P",8308,"NORTHERN CARDINAL","N","N","T","N","N","S",86,NA,"FAS","A","F",42.2,09:06:00
245136345,"SMD2015121740","HOME","P",8502,"NORTHERN CARDINAL","N","N","L","N","N","L",88,NA,"FAS","A","F",40.9,08:19:00
245136345,"SMD2015121740","HOME","P",8502,"NORTHERN CARDINAL","N","N","L","N","N","L",88,NA,"FAS","A","F",40.9,08:19:00
245136346,"SMD2015121752","HOME","P",8505,"NORTHERN CARDINAL","N","N","L","N","N","L",91,NA,"FAS","A","M",45.9,12:20:00
245136346,"SMD2015121752","HOME","P",8505,"NORTHERN CARDINAL","N","N","L","N","N","L",91,NA,"FAS","A","M",45.9,12:20:00
245136348,"SMD2016012191","HOME","P",8839,"NORTHERN CARDINAL","N","S","N","N","N","M",86,NA,"FAS","A","F",42.6,09:59:00
245136348,"SMD2016012191","HOME","P",9952,"NORTHERN CARDINAL","N","N","T","L","N","L",89,NA,"FAS","A","F",43.2,11:10:00
245136348,"SMD2016012191","HOME","P",10601,"NORTHERN CARDINAL","N","N","L","N","N","S",90,NA,"FAS","A","F",42.3,07:41:00
245136348,"SMD2016012191","HOME","P",8839,"NORTHERN CARDINAL","N","S","N","N","N","M",86,NA,"FAS","A","F",42.6,09:59:00
245136348,"SMD2016012191","HOME","P",9952,"NORTHERN CARDINAL","N","N","T","L","N","L",89,NA,"FAS","A","F",43.2,11:10:00
245136348,"SMD2016012191","HOME","P",10601,"NORTHERN CARDINAL","N","N","L","N","N","S",90,NA,"FAS","A","F",42.3,07:41:00
245136350,"SMD2016012119","HOME","P",8614,"NORTHERN CARDINAL","N","N","T","N","N","L",87,NA,"FAS","A","F",41.7,10:50:00
245136350,"SMD2016012119","HOME","P",8614,"NORTHERN CARDINAL","N","N","T","N","N","L",87,NA,"FAS","A","F",41.7,10:50:00
245136352,"SMD2016012104","HOME","P",8622,"NORTHERN CARDINAL","N","N","T","N","N","S",85,NA,"FAS","A","F",39,08:06:00
245136352,"SMD2016012104","HOME","P",9121,"NORTHERN CARDINAL","N","V","T","N","N","L",83,NA,"FAS","A","F",38.2,11:36:00
245136352,"SMD2016012104","HOME","P",9306,"NORTHERN CARDINAL","N","V","T","N","N","L",83,NA,"FCF","S","F",40,06:42:00
245136352,"SMD2016012104","HOME","P",9740,"NORTHERN CARDINAL","N","N","N","M","S","M",NA,NA,"DPB","A","F",41.1,07:36:00
245136352,"SMD2016012104","HOME","P",10637,"NORTHERN CARDINAL","N","S","T","N","N","L",89,NA,"FCF","A","F",43.2,11:00:00
245136352,"SMD2016071703","HOME","P",8622,"NORTHERN CARDINAL","N","N","T","N","N","S",85,NA,"FAS","A","F",39,08:06:00
245136352,"SMD2016071703","HOME","P",9121,"NORTHERN CARDINAL","N","V","T","N","N","L",83,NA,"FAS","A","F",38.2,11:36:00
245136352,"SMD2016071703","HOME","P",9306,"NORTHERN CARDINAL","N","V","T","N","N","L",83,NA,"FCF","S","F",40,06:42:00
245136352,"SMD2016071703","HOME","P",9740,"NORTHERN CARDINAL","N","N","N","M","S","M",NA,NA,"DPB","A","F",41.1,07:36:00
245136352,"SMD2016071703","HOME","P",10637,"NORTHERN CARDINAL","N","S","T","N","N","L",89,NA,"FCF","A","F",43.2,11:00:00
245136352,"SMD2016012104","HOME","P",8622,"NORTHERN CARDINAL","N","N","T","N","N","S",85,NA,"FAS","A","F",39,08:06:00
245136352,"SMD2016012104","HOME","P",9121,"NORTHERN CARDINAL","N","V","T","N","N","L",83,NA,"FAS","A","F",38.2,11:36:00
245136352,"SMD2016012104","HOME","P",9306,"NORTHERN CARDINAL","N","V","T","N","N","L",83,NA,"FCF","S","F",40,06:42:00
245136352,"SMD2016012104","HOME","P",9740,"NORTHERN CARDINAL","N","N","N","M","S","M",NA,NA,"DPB","A","F",41.1,07:36:00
245136352,"SMD2016012104","HOME","P",10637,"NORTHERN CARDINAL","N","S","T","N","N","L",89,NA,"FCF","A","F",43.2,11:00:00
245136353,"SMD2016012107","HOME","P",8623,"NORTHERN CARDINAL","N","N","T","N","N","S",88,NA,"FAS","A","F",38.2,08:35:00
245136353,"SMD2016012107","HOME","P",8817,"NORTHERN CARDINAL","N","V","N","N","S","N",85,NA,"FAS","A","F",41.1,12:14:00
245136353,"SMD2016012107","HOME","P",8623,"NORTHERN CARDINAL","N","N","T","N","N","S",88,NA,"FAS","A","F",38.2,08:35:00
245136353,"SMD2016012107","HOME","P",8817,"NORTHERN CARDINAL","N","V","N","N","S","N",85,NA,"FAS","A","F",41.1,12:14:00
245136353,"SMD2016051406","HOME","P",8623,"NORTHERN CARDINAL","N","N","T","N","N","S",88,NA,"FAS","A","F",38.2,08:35:00
245136353,"SMD2016051406","HOME","P",8817,"NORTHERN CARDINAL","N","V","N","N","S","N",85,NA,"FAS","A","F",41.1,12:14:00
245136354,"SMD2016012106","HOME","P",8624,"NORTHERN CARDINAL","N","N","N","N","N","L",87,NA,"FAS","A","F",37,08:39:00
245136354,"SMD2016012106","HOME","P",8624,"NORTHERN CARDINAL","N","N","N","N","N","L",87,NA,"FAS","A","F",37,08:39:00
245136355,"SMD2016012120","HOME","P",8625,"NORTHERN CARDINAL","N","N","N","N","N","L",91,NA,"FAS","A","M",39.6,10:51:00
245136355,"SMD2016012120","HOME","P",8625,"NORTHERN CARDINAL","N","N","N","N","N","L",91,NA,"FAS","A","M",39.6,10:51:00
245136356,"SMD2016012127","HOME","P",8626,"NORTHERN CARDINAL","N","N","N","N","N","L",87,NA,"FAS","A","F",39.5,12:00:00
245136356,"SMD2016012127","HOME","P",8626,"NORTHERN CARDINAL","N","N","N","N","N","L",87,NA,"FAS","A","F",39.5,12:00:00
